F(32-114) I(32) ;48;264;-;-;-;2 
F(32-113) I(32) ;47;264;-;-;-;2 
F(32-113) F(32-114) ;47;48;-;-;-;2 
F(30-26) I(30) ;42;263;-;-;-;2 
F(27-115) I(27) ;37;261;-;-;-;2 
F(29-28) F(29-31) I(29) ;38;39;262;-;-;3 
F(21-20) F(21-22) I(21) ;26;27;258;-;-;3 
F(29-31) F(32-31) I(29) I(32) ;39;46;262;264;-;4 
F(29-31) F(32-31) F(32-114) I(29) ;39;46;48;262;-;4 
F(29-31) F(32-31) F(32-113) I(29) ;39;46;47;262;-;4 
F(29-28) F(32-31) I(29) I(32) ;38;46;262;264;-;4 
F(29-28) F(32-31) F(32-114) I(29) ;38;46;48;262;-;4 
F(29-28) F(32-31) F(32-113) I(29) ;38;46;47;262;-;4 
F(29-28) F(29-31) F(32-31) I(32) ;38;39;46;264;-;4 
F(29-28) F(29-31) F(32-31) F(32-114) ;38;39;46;48;-;4 
F(29-28) F(29-31) F(32-31) F(32-113) ;38;39;46;47;-;4 
F(27-28) F(32-31) I(27) I(32) ;35;46;261;264;-;4 
F(27-28) F(32-31) F(32-114) I(27) ;35;46;48;261;-;4 
F(27-28) F(32-31) F(32-113) I(27) ;35;46;47;261;-;4 
F(27-28) F(29-31) I(27) I(29) ;35;39;261;262;-;4 
F(27-28) F(29-28) I(27) I(29) ;35;38;261;262;-;4 
F(27-28) F(29-28) F(29-31) I(27) ;35;38;39;261;-;4 
F(27-28) F(27-115) F(32-31) I(32) ;35;37;46;264;-;4 
F(27-28) F(27-115) F(32-31) F(32-114) ;35;37;46;48;-;4 
F(27-28) F(27-115) F(32-31) F(32-113) ;35;37;46;47;-;4 
F(27-28) F(27-115) F(29-31) I(29) ;35;37;39;262;-;4 
F(27-28) F(27-115) F(29-28) I(29) ;35;37;38;262;-;4 
F(27-28) F(27-115) F(29-28) F(29-31) ;35;37;38;39;-;4 
F(23-25) F(27-25) I(23) I(27) ;30;34;259;261;-;4 
F(23-25) F(27-25) F(27-115) I(23) ;30;34;37;259;-;4 
F(21-22) F(23-22) I(21) I(23) ;27;28;258;259;-;4 
F(21-20) F(23-22) I(21) I(23) ;26;28;258;259;-;4 
F(21-20) F(21-22) F(23-22) I(23) ;26;27;28;259;-;4 
F(23-25) F(23-32) F(32-23) I(23) I(32) ;30;31;44;259;264;5 
F(23-25) F(23-32) F(32-23) F(32-114) I(23) ;30;31;44;48;259;5 
F(23-25) F(23-32) F(32-23) F(32-113) I(23) ;30;31;44;47;259;5 
